//Vanilla
Invert X|Spiegel X
This easter egg was inspired by the original Moar Slugcats Dating Sim mod, but has no affiliation with the original creators.|Deze easter egg was geïnspireerd door de originele Moar Slugcats Dating Sim mod, maar heeft geen affiliatie met de oorspronkelijke makers.

//Expedition
expedition-name|Expeditie
You are missing one or more of the mission's requirements|Je mist één of meer van de missie's benodigdheden
Burdens are modifiers you can add to your Expedition to increase the difficulty. In return, a multiplier is applied to your final score, increasing the number of points it's possible to earn.|Lasten zijn aanpassingen die je aan je Expeditie kan toevoegen om de moeilijkheid te vergroten. In ruil daarvoor wordt een vermenigvuldiger aan je uiteindelijke score toegebracht, waarmee je het totaal aantal mogelijk verkregen punten vergroot.
Challenges can be re-rolled for new ones by selecting them. The difficulty of the new challenge can be adjusted by dragging the difficulty slider, more difficult challenges award more points.|Uitdagingen kunnen worden herrolt voor nieuwe door ze te selecteren. De moeilijkheid van de nieuwe uitdaging kan aangepast worden door met de moeilijkheids slider te slepen. Moeilijkere uitdagingen leveren meer punten op.
Start the expedition with a charged Electric Spear. The spear is extremely useful for dealing high amounts of damage and stunning creatures. The spear can be recharged by impaling centipedes.|Begin de expeditie met een opgeladen Schokspeer. Deze speer is zeer handig om grote hoeveelheden schade aan te brengen en wezens te verlammen. De speer kan weer opgeladen worden door duizendpoten te doorsteken.
Gives The Artificer's explosive double-jump ability to other characters, activated by pressing JUMP and PICK UP whilst in the air. Very useful for traversal and escaping dangerous situations.|Geeft andere personages De Schepper's kracht om een explosieve sprong uit te voeren door in de lucht tegelijkertijd op SPRINGEN en OPPAKKEN te drukken. Handig om grote afstanden af te leggen en te ontsnappen uit gevaarlijke situaties.
Custom|Aangepast
BONUS:|BONUS:
HIDDEN|VERBORGEN
LOCKED|VERGRENDELD
Track:|Track:
Snails|Slakken
TIME :|TIJD :
DOOMED|VERDOEMD
HUNTED|BEJAAGD
MUSIC:|MUZIEK:
QUESTS|STREEFTOCHTEN
-CUSTOM-|-AANGEPAST-
LEVEL UP|LEVEL OMHOOG
- PAGE -|- PAGINA -
DESELECT|DESELECTEREN
Slugcats|Slakkatten
Vultures|Gieren
Egg Bugs|Eierdragers
Dropwigs|Valwantsen
Batflies|Vleervliegen
Firebugs|Vuurdragers
BURDENS:|LASTEN:
a neuron|een zenuwcel
MISSIONS|MISSIES
CONTROLS|CONTROLS
-EXPEDITION-|-EXPEDITIE-
-CHALLENGES-|-UITDAGING-
-MILESTONES-|-MIJLPALEN-
Now Playing:|Nu Aan Het Spelen:
FINAL SCORE:|UITEINDELIJKE SCORE:
Five Pebbles|Vijf Kiezels
Pink Lizards|Roze Hagedissen
Blue Lizards|Blauwe Hagedissen
Cyan Lizards|Cyaan Hagedissen
Monster Kelp|Monster Kelp
Lantern Mice|Lantaarn Muizen
LEVEL <next>|LEVEL <next>
Vulture Mask|Gierenmasker
Karma Flower|Karmabloem
High Agility|Hoge Wendbaarheid
Perk: <perk>|Voordeel: <perk>
Birdwatching|Vogelspotten
REQUIREMENTS|BENODIGDHEDEN
-PROGRESSION-|-VOORTGANG-
-UNLOCKABLES-|-ONTGRENDELBAREN-
Apex Predator|Toproofdier
Green Lizards|Groene Hagedissen
White Lizards|Witte Hagedissen
Black Lizards|Zwarte Hagedissen
White Cicadas|Witte Octocades
Black Cicadas|Zwarte Octocades
King Vultures|Gieren Koningen
Large Spiders|Wolfspinnen
Stowaway Bugs|Landpokken
common pearls|gewone parels
Item Crafting|Voorwerp Maken
Vulture Masks|Gierenmaskers
Echo Sighting|Echo
Overall Score|Totale Score
Spear Pinning|Speer Pinnen
Guiding Light|Gidsend Licht
Normal: <num>|Normaal: <num>
Hidden: <num>|Verborgen: <num>
-FILTERS-|-FILTERS-
Food Tour|Voedsel Tocht
MILESTONE|MIJLPAAL
Rain Deer|Regen Herten
Aquapedes|Duikendpoten
Slow Time|Vertraag Tijd
Fly Lures|Vleergras Takjes
Jellyfish|Kwallen
Mushrooms|Paddenstoelen
Missions:|Missies:
EXPEDITION|EXPEDITIE
MILESTONES|MIJLPALEN
Salamander|Salamander
Scavengers|Schooiers
Centiwings|Zwevendpoten
Tube Worms|Grijpwormen
Leviathans|Leviathans
Inspectors|Inspecteurs
Back Spear|Rugspeer
Joke Rifle|Grappen Geweer
AVAILABLE:|BESCHIKBAAR:
Puff Balls|Spoordonzen
CHALLENGES|UITDAGINGEN
BEST TIME:|BESTE TIJD:
CONFIGURE<LINE>PERKS & BURDENS|CONFIGUREER<LINE>VOORDELEN & LASTEN
Visit the <echo_location> Echo|Bezoek de <echo_location> Echo
Total Hidden Challenges: <num>|Totaal Aantal Verborgen Uitdagingen: <num>
Total Wins as <slugcat>: <num>|Totaal Aantal Overwinningen met <slugcat>: <num>
Total <type> Challenges: <num>|Totaal aantal <type> Uitdagingen: <num>
Points to Next Level: <points>|Punten tot Volgende Level: <points>
START NEW<LINE>EXPEDITION|BEGIN NIEUWE<LINE>EXPEDITIE
ps4_expedition_slot_title|Rain World Expeditie
ps4_expedition_core_title|Rain World Expeditie Kern
CHALLENGE DIFFICULTY|UITDAGINGS MOEILIJKHEID
Completed Challenges|Voltooide Uitdagingen
Explosion Resistance|Explosie Resistentie
Challenges Completed:|Uitdagingen Voltooid:
RETRY<LINE>EXPEDITION|PROBEER DE<LINE>EXPEDITIE OPNIEUW
- D E M O   M O D E -|- D E M O   M O D U S -
CONTINUE<LINE>MISSION|MISSIE<LINE>HERVATTEN
Perk Capacity: +<num>|Voordeel Capaciteit: +<num>
COMMENCE<LINE>MISSION|BEGIN<LINE>MISSIE
BURDENS|LASTEN
Jetfish|Straalvissen
JUKEBOX|JUKEBOX
Jukebox|Jukebox
ABANDON|OPGEVEN
CYCLE :|CYCLUS :
KARMA :|KARMA :
BLINDED|VERBLIND
PURSUED|ACHTERVOLGD
neurons|zenuwcel
Passage|Doorgang
Mission|Missie
GENERAL|ALGEMEEN
Quests:|Streeftochten:
REWARDS|BELONINGEN
DISMISS|NEGEREN
BURDENS|LASTEN
KILLS|KEER GEDOOD
CLOSE|DICHT
LEVEL|LEVEL
EMPTY|LEEG
PERKS|VOORDELEN
PERKS|VOORDELEN
Store <amount> <target_item> in the same shelter|Verstop <amount> <target_item> in dezelfde schuilplaats
Successfully hibernate to finish this expedition|Ga succesvol slapen om de expeditie te beëindigen
Looks To The Moon|Kijkt naar de Maan
Brother Long Legs|Broeder Hooiwagen
Large Noodleflies|Volwassen Noedelvliegen
Scavenger Lantern|Lantaarn
Challenges: <num>|Uitdagingen: <num>
Total Wins: <num>|Totaal Aantal Overwinningen: <num>
Music: <songName>|Muziek: <songName>
You feel the presence of a vista . . .|Je voelt de aanwezigheid van een vista . . .
<region> pearl delivered to <iterator>|<region> parel geleverd aan <iterator>
Reach the vista point in <region_name>|Bereik het vista punt in <region_name>
E X P E D I T I O N	C O M P L E T E|E X P E D I T I E	V O L T O O I D
<Unlocked> of <Max> Tracks Unlocked|<Unlocked> van de <Max> Nummers Ontgrendeld
NEW!|NIEUW!
Yeek|Piepers
EXIT|VERLATEN
EASY|MAKKELIJK
HARD|MOEILIJK
BACK|TERUG
NEXT|VOLGENDE
Reach these milestones across multiple Expeditions:|Bereik deze mijlpalen over meerdere Expedities:
Toggle which challenges can appear when randomising|Schakel welke uitdagingen willekeurig geselecteerd kunnen worden
The Expedition will end upon entering the Depths...|De Expeditie wordt beëindigd bij het betreden van de Dieptes...
Complete an Expedition with the following requirements:|Voltooi een Expeditie met de volgende benodigdheden:
Kill <target_creature> [<current_kills>/<target_kills>]|Dood <target_creature> [<current_kills>/<target_kills>]
This quest has been completed|Deze streeftocht is voltooid
<challenge> Challenges: <num>|<challenge> Uitdagingen: <num>
Total Points Earned: <points>|Totaal Aantal Punten Verdiend: <points>
Yellow Lizards|Gele Hagedissen
Red Centipedes|Rode Duizendpoten
Miros Vultures|Mirosgieren
Mother Spiders|Moederspinnen
Slugcat Select|Slakkat Selecteren
colored pearls|gekleurde parels
Explosive Jump|Explosieve Sprong
Scavenger Bomb|Granaat
Electric Spear|Schokspeer
Neuron Gifting|Zenuwcel Schenken
Pearl Delivery|Parels Bezorgen
Pearl Hoarding|Parels Verzamelen
Vista Visiting|Vista Bezoeken
Scavenger Hunt|Schooierjacht
Challenge list|Uitdagingslijst
Total: <total>|Totaal: <total>
SLUGCAT SELECT|SLAKKAT SELECTEREN
NEW BEST TIME:|NIEUWE BESTE TIJD:
Red Lizards|Rode Hagedissen
Pole Mimics|Paalplanten
Miros Birds|Mirosvogels
Eel Lizards|Aalgedissen
Progression|Voortgang
Neuron Glow|Zenuwcelgloei
Flare Bombs|Flitsbommen
Cycle Score|Cyclusscore
UNLOCKABLES|Ontgrendelbaren
EXPEDITIONS|EXPEDITIES
Small Centipedes|Kleine Duizendpoten
Large Centipedes|Volwassen Duizendpoten
Terror Long Legs|Horrorwagens
Elite Scavengers|Elite Schooiers
Challenge Select|Uitdaging Selecteren
Singularity Bomb|Singulariteitsbom
Points: <points>|Punten: <points>
Burden: <burden>|Last: <burden>
Creature Hunting|Jagen
CHALLENGE FILTER|UITDAGINGSFILTER
GAMEPLAY CHANGES|VERANDERINGEN AAN HET SPEL
CHALLENGE SELECT|UITDAGING SELECTEREN
Spitter Spiders|Spuugspinnen
Daddy Long Legs|Vader Hooiwagens
Caramel Lizards|Karamel Hagedissen
Large Jellyfish|Reuzenkwallen
LEVEL <current>|LEVEL <current>
POINTS: <score>|PUNTEN: <score>
Enable Passages|Schakel Doorgangen In
Slugcat: <slug>|Slakkat: <slug>
Scavenger Bombs|Granaten
Item Collecting|Voorwerpen Verzamelen
Nature's Friend|Dierenvriend
Hunter Gatherer|Jager Verzamelaar
Change of Heart|Ommezwaai
Strawberry Lizards|Aardbei Hagedissen
Reach Level: <num>|Bereik Level: <num>
Firecracker Plants|Vuurkruid Takjes
Scavenger Lanterns|Lantaarns
Expedition-Players|Spelers: <num_p>
UNLOCKING SLUGCATS|ONTGRENDELDE SLAKKATTEN
ps4_expedition_slot_description|Rain World Expeditie Opslag Gegevens
ps4_expedition_core_description|Rain World Expeditie Kerngegevens
ps4_save_expedition_core_failed|Error bij het opslaan van Expeditie kerngegevens.
ps4_load_expedition_core_failed|Expeditie kerngegevens zijn beschadigd en zullen worden verwijderd.
Earn <achievement_name> passage|Verdien <achievement_name> doorgang
Plays unlocked tracks at random|Speelt willekeurig ontgrendelde nummers af
ps4_save_expedition_core_failed_free_space|Error bij het opslaan van Expeditie kerngegevens. Niet genoeg vrije ruimte. Wil je het opnieuw proberen?
Start the expedition with a Scavenger Bomb|Begin de expeditie met een Granaat
With no unique skills to boast about, The Survivor embarks on an<LINE>Expedition to test their resolve|Zonder unieke vaardigheden om over op te scheppen,<LINE>gaat De Overlever op een Expeditie om hun vastberadenheid te testen
Attuned with nature and empathetic to its inhabitants, The Monk departs<LINE>to find their place in the world|In toon met de natuur en empatisch naar haar bewoners<LINE>vertrekt De Monnik om hun plek in de wereld te vinden
Opens the challenge filter menu, allowing you to toggle which types of challenges can appear when re-rolling.|Opent het uitdagingsfiltermenu, die je laat kiezen welke soort uitdagingen kunnen verschijnen bij het herrollen.
Dextrous and handy with a spear, The Hunter sets forth once again<LINE>into a world of danger|Handig met een speer, zet De Jager<LINE>nog eens uit in een wereld vol gevaar
A brave explorer, hungry for their next adventure, or perhaps<LINE>their next meal|Een dappere ontdekker die smult naar hun volgende avontuur, of misschien wel<LINE>hun volgende maaltijd
An explosive fighter and combat expert, The Artificer journeys once<LINE>again into the unknown|Een explosieve gevechtsexpert,<LINE>De Schepper vertrekt opnieuw naar het onbekende
A spear expert forced to fight to survive, their Expedition is<LINE>sure to be one fraught with peril|Een speerexpert die gedwongen is om te vechten om te overleven.<LINE>Hun Expeditie zal er zeker een vol periel zijn
Extremely agile and an adept swimmer, The Rivulet speeds<LINE>towards their goal out of necessity|Zeer wendbaar en een geboren zwemmer. De Waterrat haast<LINE>zich naar hun doel uit noodzaak
Start the expedition with a Scavenger Bomb, a potential head start for combat related challenges.|Begin de expeditie met een Granaat, een potentiële voorsprong voor gevechts gerelateerde uitdagingen.
A pacifist at heart, The Saint endures the bitter cold and searches<LINE>for their purpose|Een ware pacifist, De Heilige doorstaat de bittere kou<LINE>en zoekt naar hun lotsbestemming
Earn <score_target> points from creature kills this cycle [<current_score>/<score_target>]|Verdien <score_target> punten gedurende één cyclus [<current_score>/<score_target>]
Start the expedition with reinforced karma, a Karma Flower will spawn at the site of death|Begin de expeditie met beschermde karma. Een Karmabloem zal verschijnen op de plek van je dood
CHOOSE YOUR SLUGCAT|KIES JOUW SLAKKAT
NEW<LINE>EXPEDITION|NIEUWE<LINE>EXPEDITIE
Spear Dual-Wielding|Twee Speren Dragen
CONTINUE<LINE>EXPEDITION|VERDERGAAN MET<LINE>EXPEDITIE
PERKS: <current>/<limit>|VOORDELEN: <current>/<limit>
You are being pursued...|Je wordt achtervolgd...
Hidden Challenges: <num>|Verborgen Uitdagingen: <num>
Current Points: <points>|Huidige Punten: <points>
Enable a range of perks to aid you in your expedition|Schakel een verscheidenheid aan voordelen in die je helpen bij je expeditie
Reach milestones and complete expeditions with certain restrictions to earn rewards|Bereik mijlpalen en voltooi expedities met bepaalde beperkingen om beloningen te verdienen
The required character has an on-going expedition, finish or abandon it to continue|Het benodigde personage doorgaat op dit moment een expeditie, voltooi die of geef het op om verder te gaan
Earn <score_target> points from creature kills [<current_score>/<score_target>]|Verdien <score_target> punten voor het doden van wezens [<current_score>/<score_target>]
Neurons delivered to Looks to the Moon <progress>|Zenuwcellen geleverd aan Kijkt naar de Maan <progress>
The Expedition will end upon taking the plunge...|De Expeditie wordt beëindigd bij het nemen van de duik...
Store <amount> <target_pearl> in a shelter in <region_name>|Verstop <amount> <target_pearl> in een schuilplaats in <region_name>
Pin <pin_amount> creatures to walls or floors [<current_pin>/<pin_amount>]|Pin <pin_amount> wezens aan muren of vloeren[<current_pin>/<pin_amount>]
The pursuer retreats...|De achtervolger trekt zich terug...
Mission: <mission_name>|Missie: <mission_name>
Total Points:  <points>|Totaal Aantal Punten: <points>
EXPEDITION-INTRODUCTION|INTRODUCTIE
Total Challenges Completed: <num>|Totaal Aantal Uitdagingen Voltooid: <num>
<num> Quests Completed|<num> Streeftochten Voltooid
Current Level: <level>|Huidig Level: <level>
Recover all karma and fast travel to any discovered shelter, consumes an earned passage|Herstel alle karma en snel reis naar elke ontdekte schuilplaats; gebruikt een verdiende doorgang
